0.0000	0.0000	85.0011	71.2045
0.0000	10.0000	85.2910	71.2673
0.0000	20.0000	85.1715	70.9468
0.0000	30.0000	84.7994	70.8127
0.0000	40.0000	85.3529	71.0665
0.0000	50.0000	85.0970	71.2953
0.0000	60.0000	84.6317	70.3138
0.0000	70.0000	85.5558	71.3883
0.0000	80.0000	84.9214	70.7953
0.0000	90.0000	84.4448	70.3987
0.0000	100.0000	82.3506	64.9375
0.1000	0.0000	85.2282	71.2078
0.1000	10.0000	85.4908	71.4062
0.1000	20.0000	84.2008	70.2407
0.1000	30.0000	84.7785	70.2995
0.1000	40.0000	85.0095	70.3373
0.1000	50.0000	85.0502	70.7320
0.1000	60.0000	84.5628	70.7779
0.1000	70.0000	85.3463	71.0186
0.1000	80.0000	85.1710	71.1912
0.1000	90.0000	82.6532	65.0347
0.1000	100.0000	73.5122	46.2154
0.2000	0.0000	85.4762	71.3522
0.2000	10.0000	85.3103	71.2102
0.2000	20.0000	85.1425	70.9575
0.2000	30.0000	85.1428	71.2398
0.2000	40.0000	85.3929	71.5205
0.2000	50.0000	85.0297	71.0026
0.2000	60.0000	85.3000	71.3438
0.2000	70.0000	85.1461	70.4978
0.2000	80.0000	82.6113	64.0246
0.2000	90.0000	72.1537	38.4327
0.2000	100.0000	15.0831	1.5681
0.3000	0.0000	84.3937	70.5464
0.3000	10.0000	85.2525	71.4474
0.3000	20.0000	85.2394	71.1601
0.3000	30.0000	84.9199	70.6701
0.3000	40.0000	84.6876	70.8980
0.3000	50.0000	85.2379	71.3478
0.3000	60.0000	85.0889	70.8161
0.3000	70.0000	82.7327	63.5164
0.3000	80.0000	67.8170	26.0690
0.3000	90.0000	6.3881	0.3892
0.3000	100.0000	0.3807	0.0739
0.4000	0.0000	85.1624	71.1984
0.4000	10.0000	84.8004	71.0384
0.4000	20.0000	84.9028	70.5777
0.4000	30.0000	85.3309	71.2162
0.4000	40.0000	85.3311	71.5744
0.4000	50.0000	84.8117	70.2338
0.4000	60.0000	83.2975	64.0543
0.4000	70.0000	60.4031	13.5440
0.4000	80.0000	1.7742	0.1555
0.4000	90.0000	0.5167	0.1219
0.4000	100.0000	0.3640	0.0786
0.5000	0.0000	85.1389	71.0346
0.5000	10.0000	85.2447	71.2063
0.5000	20.0000	84.9971	70.9505
0.5000	30.0000	85.5153	71.3990
0.5000	40.0000	85.1755	71.2094
0.5000	50.0000	83.7292	62.5796
0.5000	60.0000	49.4272	3.4434
0.5000	70.0000	0.6695	0.1812
0.5000	80.0000	0.5239	0.1573
0.5000	90.0000	0.4077	0.1438
0.5000	100.0000	0.3255	0.0694
0.6000	0.0000	85.2735	71.3314
0.6000	10.0000	85.1561	71.0481
0.6000	20.0000	85.2430	70.9209
0.6000	30.0000	84.9701	70.7669
0.6000	40.0000	83.7308	59.3842
0.6000	50.0000	31.2954	0.5128
0.6000	60.0000	0.6380	0.2110
0.6000	70.0000	0.6928	0.2278
0.6000	80.0000	0.5067	0.0846
0.6000	90.0000	0.3524	0.1120
0.6000	100.0000	0.3175	0.0619
0.7000	0.0000	85.7398	71.0900
0.7000	10.0000	85.6579	71.4024
0.7000	20.0000	84.9513	70.8115
0.7000	30.0000	84.1222	55.3543
0.7000	40.0000	9.2801	0.1635
0.7000	50.0000	0.8590	0.3415
0.7000	60.0000	0.4892	0.1626
0.7000	70.0000	0.4380	0.1150
0.7000	80.0000	0.3016	0.0614
0.7000	90.0000	0.3307	0.0351
0.7000	100.0000	0.3396	0.0612
0.8000	0.0000	85.0749	71.1383
0.8000	10.0000	85.5999	71.2274
0.8000	20.0000	85.5190	45.2914
0.8000	30.0000	0.6572	0.2448
0.8000	40.0000	0.9891	0.3065
0.8000	50.0000	0.6998	0.2594
0.8000	60.0000	0.5435	0.1533
0.8000	70.0000	0.3799	0.1127
0.8000	80.0000	0.3342	0.0860
0.8000	90.0000	0.4167	0.0777
0.8000	100.0000	0.3300	0.0524
0.9000	0.0000	85.6727	71.4131
0.9000	10.0000	85.3478	1.0128
0.9000	20.0000	0.7727	0.3214
0.9000	30.0000	0.8760	0.3559
0.9000	40.0000	0.6607	0.1997
0.9000	50.0000	0.3639	0.1261
0.9000	60.0000	0.3437	0.0726
0.9000	70.0000	0.3875	0.0639
0.9000	80.0000	0.4008	0.0476
0.9000	90.0000	0.3423	0.0643
0.9000	100.0000	0.3144	0.0834
1.0000	0.0000	85.6328	0.2358
1.0000	10.0000	1.0719	0.4731
1.0000	20.0000	1.1890	0.5645
1.0000	30.0000	0.6513	0.2457
1.0000	40.0000	0.4204	0.1207
1.0000	50.0000	0.4689	0.1357
1.0000	60.0000	0.4023	0.0936
1.0000	70.0000	0.4388	0.1175
1.0000	80.0000	0.4028	0.1149
1.0000	90.0000	0.3429	0.0841
1.0000	100.0000	0.3923	0.0868
