14,8588
12,5404
20,1847
12,7489
32,2730
21,4110
11,7787
26,8879
23,3150
17,1856
20,1696
12,2825
0,5404
23,1923
-3,5669
19,0051
22,3155
14,2165
26,6848
28,8583
17,0690
21,8084
4,8173
23,5581
27,9291
19,5615
22,5850
10,1558
9,3156
17,0287
27,7254
18,4432
21,9125
14,8578
17,0823
15,8406
30,2931
15,0213
4,2679
20,4272
38,0951
22,2064
14,6053
13,7350
12,1788
12,8956
14,4311
4,8417
14,7819
23,1391
11,8383
23,5637
22,9099
20,3590
23,9726
17,1234
7,6428
11,5814
19,6498
13,0026
15,9899
13,6445
-1,6429
12,3631
7,5042
30,3019
16,5629
22,2568
48,7238
22,6056
17,9239
13,4935
10,8393
16,2352
48,6003
12,2874
12,9257
11,2726
19,0805
14,9402
21,5974
19,6461
11,1747
5,7343
16,6571
17,5618
29,2601
11,6246
11,5904
19,7217
22,4887
18,5804
29,6354
18,7444
25,5996
22,1331
10,8526
20,4326
20,2168
13,9367
16,9000
11,8962
22,7305
14,5445
9,5764
10,4557
13,2095
17,4396
28,4869
27,8229
27,5832
18,3373
19,9494
22,9513
9,3429
23,5990
20,1451
15,8936
6,1266
24,1204
11,5791
15,6391
13,5195
13,6031
21,8934
1,0928
5,5083
16,2412
20,6532
20,5453
14,2159
8,6140
24,0508
16,4202
12,1078
18,5290
12,1576
20,7915
24,9521
26,7495
28,1651
24,1873
19,7732
12,3052
15,2855
17,7762
4,3599
11,7709
29,5401
27,0191
8,9405
11,0303
15,6536
11,2779
17,9480
14,5301
9,1029
7,3291
29,4886
20,1709
12,4807
21,6327
15,5761
13,4377
14,8350
11,3121
8,7795
34,9616
16,6812
29,0624
18,6277
9,9556
32,6026
17,1340
14,6236
17,4121
10,4583
42,5949
6,3653
17,5587
16,3041
17,4492
15,4333
24,3181
12,7685
19,7156
13,8582
24,4228
5,2737
21,3740
19,0088
16,4058
16,8774
16,3584
23,6624
8,0508
12,1118
19,9324
15,3142
17,4074
26,0912
13,6920
28,1582
22,2827
6,8883
22,8023
22,5427
15,2346
10,3592
16,7236
6,5479
21,6634
14,0015
11,1299
19,6380
15,3926
23,8398
17,7732
14,7028
25,3069
13,1690
16,8880
15,8488
2,9320
15,3175
7,4273
11,7058
14,6774
3,1611
8,1309
13,2134
12,2352
19,9832
11,9119
27,9745
39,0289
25,7438
15,2072
15,5141
14,3508
21,8919
8,8032
23,4677
23,4926
9,0655
15,6737
23,2854
12,7243
14,8894
45,4861
3,0223
32,0342
28,0405
18,7198
8,1839
21,0438
29,0456
4,5231
-0,8260
0,3416
16,5348
16,0070
37,9908
20,2819
13,3502
7,5186
14,8613
15,5285
23,8780
21,0085
12,2122
18,3928
11,7994
21,7048
1,8877
24,6266
13,4952
9,4268
25,8570
25,6651
16,1667
14,8096
19,0378
22,0982
13,9048
16,1962
17,8636
1,6907
25,9890
13,8999
22,8028
17,7943
11,3949
13,0617
22,6354
12,2104
21,4395
26,5126
-0,1722
16,2150
15,3694
28,0553
12,2468
12,6996
13,1072
11,1440
15,2160
22,3543
25,8044
17,3422
13,0986
3,5803
18,4706
23,6900
12,4558
18,5451
18,4395
18,2861
19,7275
35,1123
17,7404
19,1755
9,3222
28,3974
14,5316
14,0466
26,2926
12,6087
21,9124
26,3383
19,8031
9,6380
26,0729
23,7443
21,6017
19,2615
12,7546
9,0154
6,0593
14,8168
15,5783
0,4441
16,9945
19,5373
3,8937
20,4214
17,4322
22,8955
14,6593
13,8781
4,3858
26,4851
13,8277
18,1940
22,3291
22,7771
17,3117
15,2103
22,4159
18,1131
25,4299
19,0864
24,9790
25,2360
19,7355
16,5301
4,8889
0,6353
15,0956
15,5604
15,3311
17,7817
-0,7470
24,9337
15,3386
22,2040
33,4653
17,6724
16,0377
10,0750
10,3134
17,0909
14,4816
12,8204
16,1902
10,8219
11,5560
31,6975
20,1861
19,8713
19,2282
23,4306
29,3604
16,8308
17,7965
22,9829
22,6392
13,5384
24,9531
28,0720
16,0163
11,2347
17,6812
29,3799
26,8810
16,9456
18,3707
14,2236
15,9282
23,4723
19,4213
3,2469
16,2915
19,9382
10,7344
10,3148
18,6849
17,7579
18,0745
27,9460
11,1187
24,0501
8,9704
2,8955
13,2598
7,0379
5,9453
-0,6627
10,7633
36,1264
5,8100
13,3297
13,3200
19,4979
15,4563
24,8654
24,3907
23,6099
23,2818
19,1176
20,9864
24,1005
7,1575
14,1058
16,8354
17,5930
10,2290
13,1421
12,6086
20,7567
18,4697
8,1548
19,5142
24,3274
12,5458
9,9984
6,6099
25,3302
18,6292
16,4579
9,0353
7,1808
15,1436
-3,5931
19,7271
14,5253
23,4762
12,7735
11,1572
8,8529
23,0399
22,7592
13,8085
27,7089
25,9131
18,3643
24,5819
20,0522
8,4415
18,0405
25,5252
12,4582
13,1482
12,8237
16,3821
16,1444
15,1455
12,4128
12,7777
7,4010
19,9878
28,1805
7,8764
16,6266
17,9850
13,3050
7,7975
7,1301
15,7150
19,5980
17,6708
13,0121
19,4119
8,2035
28,9085
16,5810
15,6714
16,4473
12,3583
7,3304
17,8271
43,7697
16,5103
25,2841
14,7450
21,0855
11,1382
18,6108
28,1867
9,0060
35,5983
17,8127
26,0267
10,5274
27,1007
22,8034
25,0683
20,0288
21,1764
15,4766
19,9379
9,3217
12,6836
17,4101
15,9264
19,6959
31,8483
19,8867
7,3735
20,1479
8,5187
19,6345
22,7716
-2,0512
29,2943
21,9060
14,9413
18,1646
9,3682
20,7920
3,7573
9,2463
20,0595
16,8120
24,0553
6,7108
26,5692
12,5243
22,6306
20,6779
19,8246
13,3791
20,1046
15,7876
13,0352
26,1360
15,1278
14,8920
10,1100
17,9417
26,1341
-2,1983
18,9309
28,5374
-0,4759
50,0069
13,7046
-2,2213
5,8774
15,0041
16,2158
18,0800
7,9348
6,3357
22,2759
22,6598
14,5248
15,6543
19,2959
27,3944
17,8107
15,4353
12,3943
21,2840
13,1119
16,8825
8,2328
16,6350
16,5579
17,9468
14,8526
23,8056
18,0671
44,6134
18,1827
18,8975
25,4826
19,6359
26,7533
15,5171
11,0421
57,2382
16,5751
22,3726
15,1074
12,5243
14,8178
19,8937
26,7984
13,4738
14,6465
14,3697
20,0111
11,9346
6,3324
20,9715
21,9588
12,6202
5,6967
20,9600
2,7354
18,7881
11,1813
18,1658
16,1598
21,5941
26,9556
25,0758
26,9078
8,3308
29,3590
18,8191
39,5613
11,7455
28,7328
26,4464
27,5903
23,2215
10,5753
30,3724
15,3254
23,7382
14,3843
19,0690
15,1828
20,0538
8,0839
16,3002
22,4316
14,2856
24,8025
19,8000
20,8094
25,9433
12,4351
8,0476
16,7586
12,4363
28,3333
16,5362
4,4221
18,6228
17,5832
0,7301
19,5422
18,7871
22,3895
15,2770
20,1390
8,8238
15,7059
18,7322
25,5882
11,9486
3,6851
25,0019
17,7722
23,3486
26,0693
21,9401
19,2192
23,1165
6,1526
16,5843
12,1735
16,3191
4,5820
18,1858
24,0669
12,1350
18,2839
12,9965
11,1204
18,9173
21,5010
24,7128
21,7279
21,8006
29,5209
19,9821
19,3854
-4,6880
33,1478
0,8527
7,1780
29,7664
10,1346
16,7579
35,3216
10,7643
18,0307
18,7401
23,5849
16,7721
21,9097
4,5677
28,6942
4,7436
15,4403
14,2888
11,8210
2,8395
12,5307
23,6009
5,2276
5,0534
10,8652
5,8123
18,6899
11,5198
5,3059
17,3069
21,2626
0,3021
18,1790
11,0680
13,3564
-0,1104
23,9148
22,5028
6,8039
11,0009
7,4320
31,4954
12,8772
6,6298
8,1867
14,7909
16,0819
17,9908
6,6539
21,6527
14,9221
24,0242
11,7670
26,2703
32,8516
1,9595
25,6553
11,5979
14,5086
10,0385
16,0360
24,4031
14,3240
5,1597
30,8168
17,2768
15,4062
14,9820
7,8378
17,4958
27,8871
23,6165
7,6283
21,0659
33,8659
18,9951
7,7871
6,2816
61,4154
18,6282
13,9189
6,9642
17,7195
18,9609
20,7367
11,0973
17,7406
16,4255
12,7470
13,2718
9,8848
14,0428
19,4304
42,7642
6,0345
14,9900
16,0385
22,0171
26,7027
31,1557
18,0186
20,8642
12,3406
32,4418
24,8841
24,4893
14,9604
7,0762
26,6895
16,1346
18,4444
21,1720
15,6686
19,5193
0,8778
12,6849
22,0275
20,8188
2,8065
15,5396
15,3243
17,5922
17,0987
-4,2106
14,0136
1,9046
5,1506
11,9868
26,5390
7,2330
20,6003
16,6597
18,2201
11,7890
22,8599
4,6338
12,4795
26,5636
18,4527
3,4927
20,7102
31,7860
16,3374
12,1572
23,3176
23,3132
15,5003
28,8790
28,3313
3,2486
11,4439
2,8101
14,1437
31,6922
11,5494
28,3254
18,9549
22,4192
20,5490
18,1284
23,8312
18,8709
20,0707
23,4251
20,1341
19,2688
28,1911
14,8277
30,7557
22,5577
16,4803
13,4039
-3,4395
25,9055
31,4457
25,6368
25,7776
20,7816
13,7932
28,9066
27,1130
26,0945
14,9788
20,5285
24,8392
3,0171
15,5234
12,5505
24,9355
6,7388
10,8415
14,3319
6,8210
12,7644
23,9526
10,6976
21,7957
9,0102
15,7257
14,0358
20,8452
23,7198
18,0146
15,2506
16,7497
16,7846
8,0016
19,4915
15,4898
23,6058
23,4637
20,7197
21,6971
19,4385
14,7002
23,6751
15,3430
24,0089
23,6051
14,8288
12,2129
20,1131
13,1101
20,1149
25,7081
17,2656
22,3001
8,8125
21,9868
8,4045
20,7935
20,8503
18,2206
11,3048
8,6239
9,8434
19,7969
16,9055
27,3489
27,7411
18,2147
10,7513
15,3193
21,6290
25,5362
16,8051
12,3093
15,5447
24,1593
9,0568
18,0459
24,0104
15,5277
12,7252
17,2567
15,8698
8,9805
15,0263
25,5285
14,6013
4,4085
