37,8649
29,1980
39,5264
32,9187
47,6475
29,5927
39,9103
27,3096
25,5038
31,9001
28,9647
30,9769
28,9160
26,2910
32,5243
23,4086
30,5888
37,7343
25,5749
28,8818
36,4176
41,5252
47,6475
33,9806
35,8890
29,1829
44,5838
41,0159
46,6631
37,1472
29,3276
31,6849
36,1137
32,7674
41,7823
37,8952
43,8341
25,2308
35,2201
27,5158
31,5547
47,4699
36,5105
46,2640
30,8319
36,8557
25,0660
39,7215
36,9032
47,6475
14,0424
32,2700
33,1727
29,8500
27,5031
47,6475
33,3955
38,4920
47,6475
32,0499
35,0498
36,4360
32,0725
38,8852
40,0430
47,6475
24,4863
34,9803
25,9506
39,7378
46,4632
29,2111
44,5371
18,8498
47,6475
41,6889
46,0835
40,8488
25,5814
35,7494
27,5222
30,0569
47,6475
28,1312
47,3190
42,0818
24,0218
17,2033
36,9265
45,4659
42,2382
47,6475
29,7821
37,8877
28,1284
36,6944
35,0309
37,6786
20,9252
36,0943
34,0065
47,6475
35,4974
35,0819
33,6173
34,4347
34,9969
31,7889
44,0373
24,4686
27,9296
28,8036
29,5978
47,6475
30,1244
43,7398
18,4721
36,0864
31,7180
32,7083
37,3662
47,6475
27,3944
46,2289
40,7565
40,9293
30,1447
47,6475
29,9490
34,4679
34,1115
37,4946
39,6947
28,7829
35,2568
47,6475
28,3762
29,2924
45,4945
29,1201
33,3907
47,6475
47,0407
47,6475
30,0878
34,4425
22,1307
37,5213
38,0527
24,9108
40,4562
31,2319
44,0414
40,6900
41,9610
47,6475
25,1173
41,8839
41,9025
28,9806
47,6475
39,8509
47,6475
43,0672
28,7782
32,5492
44,3890
47,1777
40,7160
47,5336
31,8145
33,8899
47,6475
29,2831
30,1178
23,8270
21,6813
40,6100
44,4350
45,5730
38,8054
35,0370
43,7286
42,5049
35,4176
41,6835
34,2924
25,0499
40,1377
36,7779
44,9485
34,6775
29,2130
31,5112
47,6475
36,4671
30,3446
34,0559
44,1830
33,1510
40,3412
38,3220
45,1463
38,5440
43,7980
31,7016
33,6951
34,6180
33,3812
29,0909
35,8139
32,4318
39,0230
30,9012
21,6399
47,6475
36,9493
31,9824
47,6475
26,9646
32,6864
30,7028
47,6475
32,0082
34,0978
30,9540
26,1914
47,6475
38,8611
25,6225
29,6766
43,8904
32,2989
27,9928
40,6986
36,2128
30,7328
31,8586
33,9232
45,8750
45,1312
38,7976
33,9824
33,6274
36,4170
29,2942
45,1291
47,6475
28,1165
47,6475
38,2755
43,6742
37,9627
42,5553
26,6977
32,3337
32,2784
44,9603
40,7909
37,4974
39,5074
36,4251
32,7155
23,3362
34,0315
29,6752
