0.1000	0.0000	85.1747	71.0872
0.1000	5.0000	85.3960	71.3224
0.1000	10.0000	85.3077	71.3127
0.1000	15.0000	85.3105	71.5335
0.1000	20.0000	86.0445	72.8412
0.1000	25.0000	84.8486	71.1061
0.1000	30.0000	85.3853	71.2231
0.1000	35.0000	85.6369	71.4826
0.1000	40.0000	84.9596	71.5401
0.2000	0.0000	85.0665	71.0022
0.2000	5.0000	85.2572	71.0258
0.2000	10.0000	85.4129	71.7298
0.2000	15.0000	84.8276	71.6857
0.2000	20.0000	84.6124	70.6837
0.2000	25.0000	84.8143	70.5386
0.2000	30.0000	85.1821	71.2719
0.2000	35.0000	85.6443	71.8427
0.2000	40.0000	85.0590	71.1723
0.3000	0.0000	85.3260	71.3079
0.3000	5.0000	85.9321	71.6927
0.3000	10.0000	84.8977	71.2431
0.3000	15.0000	85.4802	71.7673
0.3000	20.0000	85.0393	71.2141
0.3000	25.0000	84.7640	70.6305
0.3000	30.0000	85.6297	71.8543
0.3000	35.0000	84.9563	71.5169
0.3000	40.0000	84.3359	70.5174
0.4000	0.0000	85.7050	71.3369
0.4000	5.0000	85.6643	71.2084
0.4000	10.0000	85.5239	71.4894
0.4000	15.0000	84.5841	70.7333
0.4000	20.0000	85.3448	71.1691
0.4000	25.0000	84.7999	71.2449
0.4000	30.0000	85.3506	71.0881
0.4000	35.0000	85.2772	70.9799
0.4000	40.0000	84.8232	71.5788
0.5000	0.0000	85.1714	70.8036
0.5000	5.0000	84.7755	71.2020
0.5000	10.0000	85.4193	71.3740
0.5000	15.0000	85.0911	70.7659
0.5000	20.0000	84.8958	70.2112
0.5000	25.0000	85.5484	71.7228
0.5000	30.0000	85.4786	71.5616
0.5000	35.0000	85.5975	71.3154
0.5000	40.0000	85.3521	71.2888
0.6000	0.0000	85.2349	71.3830
0.6000	5.0000	85.5656	71.5742
0.6000	10.0000	84.3803	70.2393
0.6000	15.0000	84.7059	70.9219
0.6000	20.0000	85.5354	71.4506
0.6000	25.0000	85.5593	71.6697
0.6000	30.0000	85.3293	71.2033
0.6000	35.0000	84.5224	69.4326
0.6000	40.0000	84.4444	60.4158
0.7000	0.0000	85.0874	71.7885
0.7000	5.0000	85.6875	71.7277
0.7000	10.0000	84.8914	71.9796
0.7000	15.0000	84.0800	70.0644
0.7000	20.0000	85.5301	71.8613
0.7000	25.0000	85.0956	69.4392
0.7000	30.0000	84.7687	56.6131
0.7000	35.0000	74.9710	8.2117
0.7000	40.0000	22.9451	5.8929
0.8000	0.0000	85.9441	71.3809
0.8000	5.0000	85.1929	70.9159
0.8000	10.0000	85.0892	71.3354
0.8000	15.0000	85.1340	71.3085
0.8000	20.0000	85.4961	46.8904
0.8000	25.0000	71.1466	6.7188
0.8000	30.0000	20.7055	6.5924
0.8000	35.0000	18.9829	6.1314
0.8000	40.0000	18.3559	5.6891
0.9000	0.0000	85.0723	70.6563
0.9000	5.0000	85.6161	71.8787
0.9000	10.0000	85.9072	8.2097
0.9000	15.0000	35.9280	7.4166
0.9000	20.0000	22.2573	7.8244
0.9000	25.0000	20.4212	6.6623
0.9000	30.0000	18.5582	6.2060
0.9000	35.0000	16.3562	5.4260
0.9000	40.0000	17.8038	7.0735
1.0000	0.0000	86.0570	8.5531
1.0000	5.0000	23.9884	8.3607
1.0000	10.0000	24.6582	8.9559
1.0000	15.0000	22.8520	7.8575
1.0000	20.0000	19.7513	6.6240
1.0000	25.0000	17.4423	6.5883
1.0000	30.0000	17.7708	6.9364
1.0000	35.0000	18.5789	7.2847
1.0000	40.0000	19.6217	7.8990
0.0000	0.0000	20.8875	8.7298
